Name,Technique,Rule Type,Severity,Source,Guide
Potential macOS SSH Brute Force Detected,T1110,Threshold,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/macos/credential_access_potential_macos_ssh_bruteforce.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/credential-access-potential-macos-ssh-bruteforce.md)
Potential NTLM Relay Attack against a Computer Account,"T1187, T1557, T1557.001",EQL,High,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/windows/credential_access_dollar_account_relay_ntlm.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/credential-access-dollar-account-relay-ntlm.md)
Potential Okta Brute Force (Device Token Rotation),T1110,ES|QL,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/okta/credential_access_okta_brute_force_device_token_rotation.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/credential-access-okta-brute-force-device-token-rotation.md)
Potential Okta Brute Force (Multi-Source),"T1110, T1110.001",ES|QL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/okta/credential_access_okta_brute_force_multi_source.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/credential-access-okta-brute-force-multi-source.md)
Potential Okta Credential Stuffing (Single Source),"T1110, T1110.004",ES|QL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/okta/credential_access_okta_credential_stuffing_single_source.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/credential-access-okta-credential-stuffing-single-source.md)
Potential Okta MFA Bombing via Push Notifications,T1621,EQL,High,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/okta/credential_access_okta_mfa_bombing_via_push_notifications.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/credential-access-okta-mfa-bombing-via-push-notifications.md)
Potential Okta Password Spray (Multi-Source),"T1110, T1110.003",ES|QL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/okta/credential_access_okta_password_spray_multi_source.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/credential-access-okta-password-spray-multi-source.md)
Potential Okta Password Spray (Single Source),"T1110, T1110.003",ES|QL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/okta/credential_access_okta_password_spray_single_source.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/credential-access-okta-password-spray-single-source.md)
Potential OpenSSH Backdoor Logging Activity,"T1554, T1556",EQL,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/linux/credential_access_ssh_backdoor_log.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/credential-access-ssh-backdoor-log.md)
Potential Password Spraying Attack via SSH,"T1110, T1110.001, T1110.003",ES|QL,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/linux/credential_access_potential_password_spraying_attack.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/credential-access-potential-password-spraying-attack.md)
Potential Persistence via File Modification,"T1014, T1037, T1037.004, T1053, T1053.003, T1136, T1136.001, T1543, T1543.002, T1547, T1547.006, T1548, T1548.003, T1556, T1574, T1574.006",EQL,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/fim/persistence_suspicious_file_modifications.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/persistence-suspicious-file-modifications.md)
Potential PowerShell Pass-the-Hash/Relay Script,"T1059, T1059.001, T1550, T1550.002, T1557",Custom Query,High,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/windows/credential_access_posh_relay_tools.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/credential-access-posh-relay-tools.md)
Potential Remote Credential Access via Registry,"T1003, T1003.002, T1021",EQL,High,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/windows/credential_access_remote_sam_secretsdump.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/credential-access-remote-sam-secretsdump.md)
Potential Secret Scanning via Gitleaks,"T1003, T1555",EQL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/cross-platform/credential_access_gitleaks_execution.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/credential-access-gitleaks-execution.md)
Potential Shadow Credentials added to AD Object,T1556,Custom Query,High,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/windows/credential_access_shadow_credentials.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/credential-access-shadow-credentials.md)
Potential Shadow File Read via Command Line Utilities,"T1003, T1003.008, T1068",New Terms,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/linux/privilege_escalation_shadow_file_read.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/privilege-escalation-shadow-file-read.md)
Potential SSH Password Grabbing via strace,"T1554, T1556",EQL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/linux/credential_access_ssh_password_grabbing_via_strace.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/credential-access-ssh-password-grabbing-via-strace.md)
Potential Successful SSH Brute Force Attack,"T1110, T1110.001, T1110.003",EQL,High,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/linux/credential_access_potential_successful_linux_ssh_bruteforce.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/credential-access-potential-successful-linux-ssh-bruteforce.md)
Potential Unauthorized Access via Wildcard Injection Detected,"T1003, T1003.008, T1068",EQL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/linux/privilege_escalation_chown_chmod_unauthorized_file_read.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/privilege-escalation-chown-chmod-unauthorized-file-read.md)
Potential Veeam Credential Access Command,"T1003, T1059, T1059.001, T1555",EQL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/windows/credential_access_veeam_commands.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/credential-access-veeam-commands.md)
Potential WPAD Spoofing via DNS Record Creation,T1557,EQL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/windows/credential_access_adidns_wpad_record.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/credential-access-adidns-wpad-record.md)
Potentially Successful Okta MFA Bombing via Push Notifications,T1621,EQL,High,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/okta/credential_access_okta_potentially_successful_okta_bombing_via_push_notifications.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/credential-access-okta-potentially-successful-okta-bombing-via-push-notifications.md)
PowerShell Invoke-NinjaCopy script,"T1003, T1003.002, T1003.003, T1006, T1059, T1059.001",Custom Query,High,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/windows/credential_access_posh_invoke_ninjacopy.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/credential-access-posh-invoke-ninjacopy.md)
PowerShell Kerberos Ticket Dump,"T1003, T1059, T1059.001, T1558",Custom Query,High,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/windows/credential_access_posh_kerb_ticket_dump.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/credential-access-posh-kerb-ticket-dump.md)
PowerShell Kerberos Ticket Request,"T1003, T1059, T1059.001, T1558, T1558.003",Custom Query,High,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/windows/credential_access_posh_request_ticket.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/credential-access-posh-request-ticket.md)
PowerShell MiniDump Script,"T1003, T1003.001, T1059, T1059.001",Custom Query,High,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/windows/credential_access_posh_minidump.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/credential-access-posh-minidump.md)
PowerShell Script with Veeam Credential Access Capabilities,"T1003, T1059, T1059.001, T1555",Custom Query,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/windows/credential_access_posh_veeam_sql.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/credential-access-posh-veeam-sql.md)
Private Key Searching Activity,"T1552, T1552.001",EQL,High,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/linux/discovery_private_key_password_searching_activity.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/discovery-private-key-password-searching-activity.md)
Privileged Account Brute Force,"T1110, T1110.001, T1110.003",ES|QL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/windows/credential_access_bruteforce_admin_account.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/credential-access-bruteforce-admin-account.md)
Prompt for Credentials with Osascript,"T1056, T1056.002",EQL,High,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/macos/credential_access_promt_for_pwd_via_osascript.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/credential-access-promt-for-pwd-via-osascript.md)
Rare Connection to WebDAV Target,T1187,ES|QL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/windows/credential_access_rare_webdav_destination.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/credential-access-rare-webdav-destination.md)
Renaming of OpenSSH Binaries,"T1021, T1021.004, T1543, T1556, T1563, T1563.001",Custom Query,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/linux/persistence_credential_access_modify_ssh_binaries.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/persistence-credential-access-modify-ssh-binaries.md)
Searching for Saved Credentials via VaultCmd,"T1003, T1555, T1555.004",EQL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/windows/credential_access_saved_creds_vaultcmd.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/credential-access-saved-creds-vaultcmd.md)
Sensitive File Compression Detected via Defend for Containers,"T1552, T1552.001, T1560, T1560.001",EQL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/cloud_defend/credential_access_collection_sensitive_files_compression_inside_a_container.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/credential-access-collection-sensitive-files-compression-inside-a-container.md)
Sensitive Files Compression,"T1552, T1552.001, T1560, T1560.001",New Terms,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/linux/credential_access_collection_sensitive_files.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/credential-access-collection-sensitive-files.md)
Sensitive Files Compression Inside A Container,"T1552, T1552.001, T1560, T1560.001",EQL,High,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/linux/credential_access_collection_sensitive_files_compression_inside_container.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/credential-access-collection-sensitive-files-compression-inside-container.md)
Sensitive Keys Or Passwords Search Detected via Defend for Containers,"T1552, T1552.001",EQL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/cloud_defend/credential_access_sensitive_keys_or_passwords_search_inside_a_container.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/credential-access-sensitive-keys-or-passwords-search-inside-a-container.md)
Sensitive Keys Or Passwords Searched For Inside A Container,"T1552, T1552.001",EQL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/linux/credential_access_sensitive_keys_or_passwords_search_inside_container.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/credential-access-sensitive-keys-or-passwords-search-inside-container.md)
Sensitive Privilege SeEnableDelegationPrivilege assigned to a User,"T1098, T1558",Custom Query,High,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/windows/credential_access_seenabledelegationprivilege_assigned_to_user.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/credential-access-seenabledelegationprivilege-assigned-to-user.md)
Sensitive Registry Hive Access via RegBack,"T1003, T1003.002, T1003.004",EQL,High,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/windows/credential_access_regback_sam_security_hives.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/credential-access-regback-sam-security-hives.md)
Service Creation via Local Kerberos Authentication,"T1543, T1543.003, T1558",EQL,High,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/windows/privilege_escalation_krbrelayup_service_creation.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/privilege-escalation-krbrelayup-service-creation.md)
Spike in Failed Logon Events,T1110,Machine Learning,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/ml/credential_access_ml_auth_spike_in_failed_logon_events.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/credential-access-ml-auth-spike-in-failed-logon-events.md)
Spike in Logon Events,T1110,Machine Learning,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/ml/credential_access_ml_auth_spike_in_logon_events.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/credential-access-ml-auth-spike-in-logon-events.md)
Spike in Successful Logon Events from a Source IP,"T1078, T1078.002, T1078.003, T1110",Machine Learning,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/ml/credential_access_ml_auth_spike_in_logon_events_from_a_source_ip.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/credential-access-ml-auth-spike-in-logon-events-from-a-source-ip.md)
Suspicious /proc/maps Discovery,"T1003, T1003.007, T1057",EQL,High,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/linux/discovery_proc_maps_read.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/discovery-proc-maps-read.md)
Suspicious Kerberos Authentication Ticket Request,"T1550, T1550.003, T1558, T1558.003",EQL,High,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/windows/lateral_movement_credential_access_kerberos_correlation.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/lateral-movement-credential-access-kerberos-correlation.md)
Suspicious LSASS Access via MalSecLogon,"T1003, T1003.001",EQL,High,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/windows/credential_access_lsass_handle_via_malseclogon.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/credential-access-lsass-handle-via-malseclogon.md)
Suspicious Lsass Process Access,"T1003, T1003.001",EQL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/windows/credential_access_suspicious_lsass_access_generic.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/credential-access-suspicious-lsass-access-generic.md)
Suspicious Module Loaded by LSASS,"T1003, T1003.001",EQL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/windows/credential_access_lsass_loaded_susp_dll.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/credential-access-lsass-loaded-susp-dll.md)
Suspicious pbpaste High Volume Activity,T1056,EQL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/macos/credential_access_high_volume_of_pbpaste.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/credential-access-high-volume-of-pbpaste.md)
Suspicious Remote Registry Access via SeBackupPrivilege,"T1003, T1003.002, T1003.004, T1021",EQL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/windows/credential_access_suspicious_winreg_access_via_sebackup_priv.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/credential-access-suspicious-winreg-access-via-sebackup-priv.md)
Suspicious Symbolic Link Created,"T1003, T1003.008, T1548",EQL,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/linux/privilege_escalation_linux_suspicious_symbolic_link.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/privilege-escalation-linux-suspicious-symbolic-link.md)
Suspicious Web Browser Sensitive File Access,"T1539, T1555, T1555.003",EQL,High,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/macos/credential_access_suspicious_web_browser_sensitive_file_access.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/credential-access-suspicious-web-browser-sensitive-file-access.md)
Symbolic Link to Shadow Copy Created,"T1003, T1003.002, T1003.003",EQL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/windows/credential_access_symbolic_link_to_shadow_copy_created.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/credential-access-symbolic-link-to-shadow-copy-created.md)
SystemKey Access via Command Line,"T1555, T1555.001",EQL,High,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/macos/credential_access_systemkey_dumping.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/credential-access-systemkey-dumping.md)
Untrusted DLL Loaded by Azure AD Sync Service,T1003,EQL,High,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/windows/credential_access_imageload_azureadconnectauthsvc.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/credential-access-imageload-azureadconnectauthsvc.md)
Unusual Instance Metadata Service (IMDS) API Request,"T1552, T1552.005, T1580",EQL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/linux/credential_access_unusual_instance_metadata_service_api_request.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/credential-access-unusual-instance-metadata-service-api-request.md)
Unusual Linux Process Calling the Metadata Service,"T1552, T1552.005",Machine Learning,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/ml/credential_access_ml_linux_anomalous_metadata_process.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/credential-access-ml-linux-anomalous-metadata-process.md)
Unusual Linux User Calling the Metadata Service,"T1552, T1552.005",Machine Learning,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/ml/credential_access_ml_linux_anomalous_metadata_user.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/credential-access-ml-linux-anomalous-metadata-user.md)
Unusual Login Activity,T1110,Machine Learning,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/ml/credential_access_ml_suspicious_login_activity.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/credential-access-ml-suspicious-login-activity.md)
Unusual Web Config File Access,T1003,New Terms,High,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/windows/credential_access_web_config_file_access.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/credential-access-web-config-file-access.md)
Unusual Windows Process Calling the Metadata Service,"T1552, T1552.005",Machine Learning,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/ml/credential_access_ml_windows_anomalous_metadata_process.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/credential-access-ml-windows-anomalous-metadata-process.md)
Unusual Windows User Calling the Metadata Service,"T1552, T1552.005",Machine Learning,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/ml/credential_access_ml_windows_anomalous_metadata_user.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/credential-access-ml-windows-anomalous-metadata-user.md)
User account exposed to Kerberoasting,"T1558, T1558.003",Custom Query,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/windows/credential_access_spn_attribute_modified.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/credential-access-spn-attribute-modified.md)
Veeam Backup Library Loaded by Unusual Process,"T1003, T1059, T1059.001, T1555",EQL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/windows/credential_access_veeam_backup_dll_imageload.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/credential-access-veeam-backup-dll-imageload.md)
Web Server Suspicious User Agent Requests,"T1110, T1595, T1595.001, T1595.002, T1595.003",ES|QL,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/cross-platform/reconnaissance_web_server_unusual_user_agents.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/reconnaissance-web-server-unusual-user-agents.md)
WebProxy Settings Modification,T1539,EQL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/macos/credential_access_mitm_localhost_webproxy.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/credential-access-mitm-localhost-webproxy.md)
Windows Registry File Creation in SMB Share,"T1003, T1003.002, T1021, T1021.002",EQL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/windows/credential_access_moving_registry_hive_via_smb.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/credential-access-moving-registry-hive-via-smb.md)
Wireless Credential Dumping using Netsh Command,"T1003, T1082, T1555",EQL,High,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/windows/credential_access_wireless_creds_dumping.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/credential-access-wireless-creds-dumping.md)
